<comp5111.assignment.cut.ToolBox$StringTools: boolean isEmpty(java.lang.CharSequence)>	staticinvoke <comp5111.assignment.cut.Counter: void addToLineNumberWorkArray(int)>(1751)	0.8	1	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>")	0.19	50	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addToLineNumberWorkArray(int)>(1133)	0.73	5	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>")	0.73	5	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addToLineNumberWorkArray(int)>(1133)	0.73	5	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>")	0.73	5	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addToLineNumberWorkArray(int)>(1133)	0.73	5	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>")	0.73	5	
<comp5111.assignment.cut.ToolBox$StringTools: boolean isEmpty(java.lang.CharSequence)>	$stack1 = interfaceinvoke l0.<java.lang.CharSequence: int length()>()	0.7	10	
<comp5111.assignment.cut.ToolBox$StringTools: boolean isEmpty(java.lang.CharSequence)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean isEmpty(java.lang.CharSequence)>")	0.7	10	
<comp5111.assignment.cut.ToolBox$StringTools: boolean isEmpty(java.lang.CharSequence)>	$stack1 = interfaceinvoke l0.<java.lang.CharSequence: int length()>()	0.7	10	
<comp5111.assignment.cut.ToolBox$StringTools: boolean isEmpty(java.lang.CharSequence)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean isEmpty(java.lang.CharSequence)>")	0.7	10	
<comp5111.assignment.cut.ToolBox$RegExTools: java.lang.String replaceFirst(java.lang.String,java.lang.String,java.lang.String)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$RegExTools: java.lang.String replaceFirst(java.lang.String,java.lang.String,java.lang.String)>")	0.64	13	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>")	0.62	19	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addStatement(java.lang.String)>("staticinvoke <comp5111.assignment.cut.Counter: void addStatement(java.lang.String)>(\"$stack4 = 0\")")	0.62	19	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>")	0.62	19	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addStatement(java.lang.String)>("staticinvoke <comp5111.assignment.cut.Counter: void addStatement(java.lang.String)>(\"$stack4 = 0\")")	0.62	19	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>")	0.62	19	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addStatement(java.lang.String)>("staticinvoke <comp5111.assignment.cut.Counter: void addStatement(java.lang.String)>(\"$stack4 = 0\")")	0.62	19	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>")	0.62	19	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addStatement(java.lang.String)>("staticinvoke <comp5111.assignment.cut.Counter: void addStatement(java.lang.String)>(\"$stack4 = 0\")")	0.62	19	
<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>	staticinvoke <comp5111.assignment.cut.Counter: void addMethodSignature(java.lang.String)>("<comp5111.assignment.cut.ToolBox$StringTools: boolean contains(java.lang.CharSequence,int)>")	0.62	19	
